Effectsize	se	pvalue	TYPE	gene_list_name
-1.1267265858642759	0.5263442852621174	0.03332203444622957	DEL	esophagus.tsv
-0.04774130720106046	0.19524212816247274	0.8070368972345998	DUP	esophagus.tsv
0.40728723944006817	0.4348730586803928	0.3499353127656072	DEL	hippocampus.tsv
-0.0014225540638875128	0.17232127501078398	0.9934202881592669	DUP	hippocampus.tsv
-0.3632923642064029	0.3069184923083068	0.23772681228127596	DEL	cerebellum.tsv
-0.1822669518020013	0.18055706068349142	0.3137787415890421	DUP	cerebellum.tsv
-0.4659379397232353	0.3493357687690247	0.18355549640006635	DEL	colon.tsv
-0.15589269110238982	0.16814638014651848	0.3548048842158099	DUP	colon.tsv
0.11279760119827832	0.3769763630249867	0.7650369746175836	DEL	thyroid_gland.tsv
0.22752841199773144	0.1933063782925937	0.24036219347042204	DUP	thyroid_gland.tsv
0.18232677876387843	0.4087072981464361	0.6559279701103307	DEL	locus_coeruleus.tsv
-0.016583829028111913	0.1318709925141343	0.900030122553124	DUP	locus_coeruleus.tsv
0.11978137278491585	0.33970772165792196	0.7247007579276573	DEL	globus_pallidus.tsv
-0.03695067388869481	0.15417730012880995	0.8107982661739986	DUP	globus_pallidus.tsv
-0.3100742907517771	0.45513204357073556	0.4963567935864843	DEL	small_intestine.tsv
-0.2506003640294818	0.2386153486306156	0.2946833160858291	DUP	small_intestine.tsv
0.1781772948966812	0.32350477899451047	0.5823089418869378	DEL	seminal_vesicle.tsv
0.003711029902311036	0.22747733177733326	0.986997737499979	DUP	seminal_vesicle.tsv
0.4757216739939445	0.3253690224521853	0.14503883710649063	DEL	corpus_callosum.tsv
-0.3736702341751762	0.2074810426261101	0.07297643625072953	DUP	corpus_callosum.tsv
0.28026536134649405	0.429213109482176	0.5144054128298152	DEL	occipital_pole.tsv
0.0909857965885437	0.20985143632990902	0.6649933410617905	DUP	occipital_pole.tsv
-0.25961647160999535	0.39727121688386097	0.5140679342345325	DEL	thymus.tsv
