Effectsize	se	pvalue	TYPE	gene_list_name
0.29660182899159676	0.34469573466038733	0.3903972600403317	DEL	thalamic_excitatory.tsv
0.20209380109272657	0.16341606795055122	0.2174290396426267	DUP	thalamic_excitatory.tsv
-0.4514174266679485	0.29691253159479514	0.129750545422216	DEL	hippocampal_dentate_gyrus.tsv
0.07526884540375695	0.23224347346381213	0.7461522877399158	DUP	hippocampal_dentate_gyrus.tsv
-0.05620313631995956	0.41105423680831027	0.8913608873180414	DEL	hippocampal_ca1_3.tsv
0.14057534076376726	0.1376125870940195	0.3080451546237535	DUP	hippocampal_ca1_3.tsv
-0.033464677011357385	0.384722606267724	0.9307577469254058	DEL	medium_spiny_neuron.tsv
-0.01001596166400609	0.24016981728180672	0.9667700437959081	DUP	medium_spiny_neuron.tsv
0.12139531150992566	0.3450564297133422	0.7252911669565492	DEL	amygdala_excitatory.tsv
0.14931402312066366	0.16629180260199614	0.37014815292677505	DUP	amygdala_excitatory.tsv
0.260339746466713	0.39221234870153976	0.5074811535277702	DEL	committed_oligodendrocyte_precursor.tsv
0.011002286332364795	0.14659411318338478	0.9402360804833975	DUP	committed_oligodendrocyte_precursor.tsv
0.11157402616148801	0.3761618683462221	0.7670227175761726	DEL	mammillary_body.tsv
-0.0038081927255420867	0.16091627477967868	0.9811391966475046	DUP	mammillary_body.tsv
-0.6458211714029092	0.5196545559467898	0.21517361134723392	DEL	hippocampal_ca4.tsv
0.07612795661515255	0.1792482782624865	0.6714357568932372	DUP	hippocampal_ca4.tsv
-0.16458427132599332	0.3141934103400208	0.6008855387874116	DEL	vascular.tsv
-0.028598205248661496	0.16877401614910018	0.8655898095094856	DUP	vascular.tsv
0.3517257400669048	0.3198442005758157	0.2725880591062106	DEL	microglia.tsv
-0.21967203651929834	0.17396373882645688	0.207921426527394	DUP	microglia.tsv
-0.14398793168789772	0.37635155924533087	0.7023674801413394	DEL	deep_layer_near_projecting.tsv
0.3725419951338261	0.21624239020372696	0.08622944476931163	DUP	deep_layer_near_projecting.tsv
-0.15410361415758153	0.3271452411973881	0.6380342828138552	DEL	mge_interneuron.tsv
0.23168745400679586	0.1659055924291383	0.1638699153181457	DUP	mge_interneuron.tsv
0.434894832784373	0.43142923456952975	0.3144667506836134	DEL	lower_rhombic_lip.tsv
0.023739312421649922	0.15466407016118763	0.8781428707974783	DUP	lower_rhombic_lip.tsv
-0.5040955375684071	0.41108066254089537	0.22131437722199215	DEL	cerebellar_inhibitory.tsv
0.07516801918865715	0.18085285943391105	0.6780562518353503	DUP	cerebellar_inhibitory.tsv
0.37427475800965365	0.3251122003551897	0.25080297970516374	DEL	eccentric_medium_spiny_neuron.tsv
0.27218703678958767	0.18534224776197483	0.1432769628951205	DUP	eccentric_medium_spiny_neuron.tsv
-0.16498426937569557	0.44519751304586413	0.711276405022129	DEL	bergmann_glia.tsv
-0.06329123935158164	0.16099104219726612	0.6945730552159453	DUP	bergmann_glia.tsv
0.20735228519601706	0.2983273224983715	0.487705095158946	DEL	deep_layer_corticothalamic_and_6b.tsv
0.06079668422954407	0.167559955044724	0.717051219731047	DUP	deep_layer_corticothalamic_and_6b.tsv
0.28131698420796586	0.3632898073706277	0.43948992069925674	DEL	deep_layer_intratelencephalic.tsv
0.2931448265830758	0.22870475241966096	0.2011790188965576	DUP	deep_layer_intratelencephalic.tsv
0.3013359530423181	0.2692820336538038	0.26425819147926416	DEL	splatter.tsv
0.020045113017911974	0.1603219784750494	0.9006055112870004	DUP	splatter.tsv
1.2338654079113693	0.8212045746349701	0.1342975302249679	DEL	midbrain_derived_inhibitory.tsv
0.11324320466132287	0.1654392512698588	0.494328163217448	DUP	midbrain_derived_inhibitory.tsv
-0.15843182324219285	0.3569726556570038	0.6575772141531941	DEL	oligodendrocyte_precursor.tsv
-0.08274207934351364	0.1666133389999036	0.6199234359144221	DUP	oligodendrocyte_precursor.tsv
-0.38393209611837975	0.528345595304451	0.46814616530665987	DEL	ependymal.tsv
-0.17806154692015513	0.16452487650434117	0.2802292383911302	DUP	ependymal.tsv
0.31527990334973655	0.3331980376189463	0.34499818488327816	DEL	cge_interneuron.tsv
0.07168813584151368	0.21511680995323051	0.7392385962743242	DUP	cge_interneuron.tsv
0.17081993705373186	0.3393470605031213	0.6151658688435266	DEL	oligodendrocyte.tsv
-0.08442732318804232	0.15423986693660177	0.5846349788397139	DUP	oligodendrocyte.tsv
-0.33971635794718	0.2942420666733127	0.24943870797574205	DEL	fibroblast.tsv
0.28814318643011405	0.17034537002071687	0.0920512976770574	DUP	fibroblast.tsv
0.5994569713885791	0.5279260134325369	0.25731526842710045	DEL	miscellaneous.tsv
-0.12349574471826454	0.20348847154846333	0.5445028189064247	DUP	miscellaneous.tsv
-0.4883690961200748	0.3321247971867866	0.14276938094519162	DEL	lamp5_lhx6_and_chandelier.tsv
0.20945368724384167	0.1865757868106899	0.2627349551487588	DUP	lamp5_lhx6_and_chandelier.tsv
0.3754097067408456	0.3904185693079062	0.3372521829708317	DEL	choroid_plexus.tsv
-0.038337817387201475	0.11921263485251764	0.7480453297303	DUP	choroid_plexus.tsv
-0.07878491752332822	0.36514927938120095	0.8293597442025185	DEL	upper_rhombic_lip.tsv
0.016941448713830746	0.19235100554277781	0.92989088811203	DUP	upper_rhombic_lip.tsv
-0.4721442809166181	0.3155140122703366	0.1358724179533408	DEL	astrocyte.tsv
-0.07909251205319141	0.14196513789103032	0.5779668965977822	DUP	astrocyte.tsv
-0.17324300808621737	0.4313134055205645	0.6882933798901638	DEL	upper_layer_intratelencephalic.tsv
0.2547821735191174	0.21860650044273236	0.2449951459232853	DUP	upper_layer_intratelencephalic.tsv
